"mol%TiO2","mol%HfO2","Ms (K)","T0 (K)"
13,2,1180.5861406110998,1321.7185446385784
13,3,1191.6448069701562,1333.7773806485084
13,4,1202.3928671645288,1345.3982437274826
13,5,1212.8752653939753,1356.6441346163883
13,6,1223.127483921462,1367.5647907422394
13,7,1233.1779085573633,1378.200002046646
13,8,1243.0495182910274,1388.5819794347237
13,9,1252.7611141137415,1398.7370772833858
13,10,1262.3282272791769,1408.6870665996412
13,11,1271.7638004987257,1418.4500898893396
13,12,1281.0787056499623,1428.0413868573862
13,13,1290.2821420138996,1437.4738526387127
13,14,1299.3819460151137,1446.758471977871
13,15,1308.3848345889535,1455.9046603702163
13,16,1317.2965981969314,1464.9205346220667
13,17,1326.1222552390109,1473.8131292989126
13,18,1334.866176579689,1482.5885712803638
13,19,1343.5321867254015,1491.2522215860909
13,20,1352.1236466060327,1499.8087914151904
13,21,1360.6435217479689,1508.2624377080376
13,22,1369.0944387602779,1516.6168423261206
13,23,1377.478732406593,1524.875278035198
13,24,1385.7984850436492,1533.0406637885098
13,25,1394.0555598327558,1541.1156112810731
13,26,1402.2516288417346,1549.1024643417322
13,27,1410.3881969316449,1557.0033324164729
13,28,1418.4666221478178,1564.8201191516416
13,29,1426.488133197934,1572.554546893948
13,30,1434.4538444913007,1580.2081777718117
13,31,1442.364769127275,1587.7824319019649
13,32,1450.2218301519358,1595.2786031685405
13,33,1458.0258703464879,1602.6978729440186
13,34,1465.7776607660874,1610.041322058535
13,35,1473.4779082112836,1617.3099412730473
13,36,1481.1272617846184,1624.5046404700604
13,37,1488.7263186604407,1631.6262567414883
13,38,1496.2756291758842,1638.67556152498
13,39,1503.7757013344658,1645.6532669168184
13,40,1511.227004799814,1652.5600312701658
13,41,1518.6299744456512,1659.3964641713044
13,42,1525.9850135185309,1666.1631308729502
13,43,1533.2924964616716,1672.8605562526332
13,44,1540.552771441577,1679.4892283543631
13,45,1547.7661626132747,1686.049601563957
13,46,1554.932972155169,1692.5420994614008
13,47,1562.0534821004542,1698.967117388021
13,48,1569.1279559883214,1705.325024761125
13,49,1576.156640355451,1711.616167164642
13,50,1583.1397660853902,1717.8408682406568
13,51,1590.0775496314818,1723.9994314036358
13,52,1596.9701941268395,1730.092141396385
13,53,1603.8178903934936,1736.119265704563
13,54,1610.6208178611153,1742.0810558445414
13,55,1617.3791454046782,1747.9777485376155
13,56,1624.0930321093163,1753.80956678209
13,57,1630.76262796957,1759.5767208335244
13,58,1637.3880745295987,1765.2794091020928
13,59,1643.969505469982,1770.9178189751733
13,60,1650.50704714635,1776.4921275723593
13,61,1657.000819084286,1782.00250243919
13,62,1663.450934434688,1787.4491021854615
13,63,1669.8575003931342,1792.8320770730752
13,64,1676.2206185866023,1798.1515695581247
13,65,1682.5403854304368,1803.407714791255
13,66,1688.8168924581923,1808.6006410800571
13,67,1695.0502266267301,1813.7304703167192
13,68,1701.2404705987592,1818.7973183740799
13,69,1707.3877030046651,1823.8012954726398
13,70,1713.4919986854136,1828.7425065210657
13,71,1719.5534289181016,1833.621051432377
13,72,1725.5720616256256,1838.437025417806
13,73,1731.5479615716795,1843.190519260141
13,74,1737.481190542297,1847.8816195682668
13,75,1743.3718075150791,1852.510409014288
13,76,1749.2198688169258,1857.0769665547216
13,77,1755.025428271342,1861.581367636899
13,78,1760.7885373359406,1866.0236843917767
13,79,1766.5092452310719,1870.4039858141996
13,80,1772.1875990600627,1874.722337931483
13,81,1777.8236439218422,1878.9788039612654
13,82,1783.4174230164579,1883.173444459401
13,83,1788.9689777439366,1887.3063174585704
13,84,1794.478347797083,1891.377478598374
13,85,1799.9455712486122,1895.3869812473736
13,86,1805.3706846329264,1899.3348766178717
13,87,1810.7537230230573,1903.2212138736354
13,88,1816.0947201030062,1907.046040231379
13,89,1821.393708235826,1910.8094010561663
13,90,1826.650718527773,1914.5113399513223
13,91,1831.8657808886896,1918.1518988431185
13,92,1837.0389240890004,1921.7311180606307
13,93,1842.170175813454,1925.249036411077
13,94,1847.259562711857,1928.7056912509465
13,95,1852.3071104469843,1932.1011185531695
13,96,1857.3128437398575,1935.4353529705372
13,97,1862.2767864125606,1938.7084278957548
13,98,1867.1989614287006,1941.9203755182048
13,99,1872.0793909317786,1945.071226877606
13,100,1876.9180962814478,1948.161011914977
14,0,1153.7969145751783,1291.9502647939212
14,1,1165.109272125086,1304.538643143619
14,2,1176.075252088462,1316.6179706438234
14,3,1186.7487550453764,1328.267497123449
14,4,1197.171703669216,1339.5488613383168
14,5,1207.3771948073925,1350.5107254640782
14,6,1217.3917059378343,1361.1920192412526
14,7,1227.2366712093408,1371.6242572216863
14,8,1236.929627652749,1381.8332240387135
14,9,1246.4850623804873,1391.840220041608
14,10,1255.9150479862485,1401.6629955214269
14,11,1265.2297254487326,1411.316460722666
14,12,1274.4376755960752,1420.813232006044
14,13,1283.5462080226032,1430.1640566418155
14,14,1292.561588094892,1439.3781465758934
14,15,1301.4892169910208,1448.4634431409845
14,16,1310.3337757319969,1457.4268288254143
14,17,1319.0993413361043,1466.274298054512
14,18,1327.789481194352,1475.0110959504304
14,19,1336.4073302867196,1483.6418318629514
14,20,1344.9556547719994,1492.1705728654053
14,21,1353.436904676567,1500.6009212227368
14,22,1361.8532578016284,1508.9360789482419
14,23,1370.2066565104392,1517.1789018916115
14,24,1378.498838706945,1525.3319452867722
14,25,1386.7313640485543,1533.3975022923917
14,26,1394.9056362269139,1541.3776367512519
14,27,1403.0229219881633,1549.274211155644
14,28,1411.0843674359385,1557.0889106176144
14,29,1419.0910120595845,1564.8232634946123
14,30,1427.043800849428,1572.478659202509
14,31,1434.9435947966442,1580.0563636535323
14,32,1442.7911800236086,1587.5575326805827
14,33,1450.587275748667,1594.9832237478158
14,34,1458.3325412553127,1602.3344061973676
14,35,1466.0275820079698,1609.6119702414035
14,36,1473.6729550339044,1616.8167348751094
14,37,1481.2691736719794,1623.9494548587627
14,38,1488.8167117734422,1631.010826894163
14,39,1496.3160074271912,1638.001495101831
14,40,1503.7674662710938,1644.9220558896536
14,41,1511.171464442074,1651.773062290417
14,42,1518.5283512101446,1658.5550278345495
14,43,1525.838451335132,1665.2684300152625
14,44,1533.1020671796346,1671.9137133951933
14,45,1540.3194806070992,1678.4912923971528
14,46,1547.4909546900647,1685.0015538157525
14,47,1554.616735250429,1691.444859082029
14,48,1561.697052250589,1697.8215463088889
14,49,1568.7321210521725,1704.131932141751
14,50,1575.7221435566953,1710.376313435686
14,51,1582.6673092409808,1716.5549687777723
14,52,1589.567796098386,1722.6681598710231
14,53,1596.423771495813,1728.716132794383
14,54,1603.2353929550534,1734.6991191515704
14,55,1610.0028088661888,1740.6173371200052
14,56,1616.7261591398817,1746.4709924098102
14,57,1623.4055758044906,1752.2602791418199
14,58,1630.0411835534778,1757.985380652376
14,59,1636.6331002477755,1763.646470231986
14,60,1643.1814373774657,1769.2437118041184
14,61,1649.686300486481,1774.7772605496339
14,62,1656.1477895638225,1780.2472634820012
14,63,1662.5659994042485,1785.6538599776136
14,64,1668.941019941247,1790.9971822653597
14,65,1675.2729365547211,1796.2773558789922
14,66,1681.5618303555764,1801.4945000755874
14,67,1687.8077784492257,1806.648728222963
14,68,1694.0108541798584,1811.7401481588167
14,69,1700.1711273570054,1816.7688625238427
14,70,1706.288664465931,1821.7349690710823
14,71,1712.3635288631697,1826.638560953437
14,72,1718.3957809584545,1831.479726991116
14,73,1724.3854783840616,1836.2585519206277
14,74,1730.3326761525996,1840.9751166268375
14,75,1736.2374268042233,1845.6294983593236
14,76,1742.0997805439479,1850.2217709343636
14,77,1747.9197853699966,1854.7520049235536
14,78,1753.6974871936902,1859.2202678301537
14,79,1759.432929951694,1863.6266242540737
14,80,1765.1261557110076,1867.9711360462807
14,81,1770.7772047673902,1872.2538624534886
14,82,1776.386115737629,1876.474860253808
14,83,1781.9529256460498,1880.6341838839714
14,84,1787.477670005775,1884.731885558824
14,85,1792.96038289508,1888.768015383486
14,86,1798.401097029086,1892.7426214589177
14,87,1803.799843827274,1896.6557499810497
14,88,1809.1566534769856,1900.507445334233
14,89,1814.4715549932343,1904.29775017914
14,90,1819.744576275092,1908.0267055356605
14,91,1824.975744158787,1911.6943508610173
14,92,1830.1650844678672,1915.300724123478
14,93,1835.3126220605145,1918.8458618719312
14,94,1840.418380874237,1922.3297993016088
14,95,1845.482383968103,1925.7525703161907
14,96,1850.504653562667,1929.1142075864636
14,97,1855.4852110777529,1932.4147426059053
14,98,1860.4240771681666,1935.6542057432428
14,99,1865.3212717575939,1938.8326262921623
14,100,1870.1768140706358,1941.9500325185516
15,0,1150.5797759689078,1288.337769759598
15,1,1161.3861823348382,1300.3651554020848
15,2,1171.9261099350892,1311.9794335047204
15,3,1182.2371484029177,1323.239460576539
15,4,1192.3489737645796,1334.191702282567
15,5,1202.2853268410788,1344.873331154828
15,6,1212.0654263922763,1355.3144392430534
15,7,1221.7049968580582,1365.539647315204
15,8,1231.2170279931129,1375.569294266555
15,9,1240.6123445930136,1385.4203291765025
15,10,1249.9000394860434,1395.1069892717328
15,11,1259.0878066038244,1404.641321436374
15,12,1268.1822000362622,1414.033587830971
15,13,1277.188837574693,1423.2925845931463
15,14,1286.112562142693,1432.425894600141
15,15,1294.9575709406906,1441.440089678921
15,16,1303.7275195948716,1450.3408936787582
15,17,1312.425606778136,1459.1333149677796
15,18,1321.0546434454661,1467.8217548391772
15,19,1329.6171098512607,1476.4100967869551
15,20,1338.1152027922599,1484.9017804772243
15,21,1346.5508749766934,1493.299863390968
15,22,1354.9258680091825,1501.6070724706972
15,23,1363.241740167562,1509.8258476123342
15,24,1371.499889906283,1517.9583784660622
15,25,1379.7015758343687,1526.006635717059
15,26,1387.8479337696992,1533.9723977885155
15,27,1395.939991357043,1541.8572737300115
15,28,1403.9786806462917,1549.6627229120668
15,29,1411.9648489555286,1557.390072035168
15,30,1419.899268285688,1565.0405298708774
15,31,1427.782643507176,1572.6152000801742
15,32,1435.615619501428,1580.1150923954444
15,33,1443.3987874097597,1587.5411324047172
15,34,1451.132690117064,1594.8941701378103
15,35,1458.8178270774329,1602.174987622157
15,36,1466.454658572085,1609.3843055496968
15,37,1474.0436094760014,1616.522789174538
15,38,1481.5850725981152,1623.5910535429348
15,39,1489.0794116504119,1630.5896681421502
15,40,1496.526963893094,1637.5191610421884
15,41,1503.9280424963426,1644.3800225937857
15,42,1511.2829386534952,1651.1727087370848
15,43,1518.5919234755802,1657.8976439680869
15,44,1525.855249693219,1664.5552240033946
15,45,1533.0731531883328,1671.1458181785179
15,46,1540.245854375164,1677.669771610233
15,47,1547.373559447698,1684.1274071497232
15,48,1554.4564615082163,1690.5190271496854
15,49,1561.494741590125,1696.8449150657716
15,50,1568.488569586302,1703.1053369101996
15,51,1575.438105093104,1709.3005425732463
15,52,1582.3434981787252,1715.430767026367
15,53,1589.2048900838322,1721.4962314191578
15,54,1596.0224138612284,1727.4971440809543
15,55,1602.7961949606877,1733.433701436563
15,56,1609.5263517644064,1739.3060888445884
15,57,1616.2129960777768,1745.1144813659482
15,58,1622.856233579884,1750.85904446918
15,59,1629.4561642374156,1756.5399346785684
15,60,1636.0128826855146,1762.157300170451
15,61,1642.5264785785155,1767.7112813223896
15,62,1648.9970369133978,1773.2020112196258
15,63,1655.4246383283107,1778.6296161225039
15,64,1661.8093593784606,1783.994215898445
15,65,1668.1512727913012,1789.2959244214935
15,66,1674.4504477028051,1794.5348499422971
15,67,1680.706949876444,1799.7110954309646
15,68,1686.9208419063798,1804.8247588952056
15,69,1693.0921834061019,1809.8759336756905
15,70,1699.2210311837568,1814.8647087205882
15,71,1705.307439405239,1819.7911688409445
15,72,1711.3514597460714,1824.655394948449
15,73,1717.3531415328919,1829.4574642769737
15,74,1723.3125318753919,1834.1974505892222
15,75,1729.2296757895222,1838.8754243695432
15,76,1735.1046163124884,1843.4914530040858
15,77,1740.9373946103346,1848.045600949157
15,78,1746.7280500785014,1852.5379298887444
15,79,1752.4766204360494,1856.968498881999
15,80,1758.1831418138509,1861.3373645013626
15,81,1763.8476488373249,1865.6445809620884
15,82,1769.470174704057,1869.8902002437594
15,83,1775.0507512566116,1874.0742722043296
15,84,1780.5894090509807,1878.1968446873116
15,85,1786.0861774209404,1882.2579636224418
15,86,1791.5410845385122,1886.2576731205033
15,87,1796.954157470939,1890.1960155624026
15,88,1802.3254222343073,1894.0730316832119
15,89,1807.6549038440796,1897.888760651255
15,90,1812.9426263627684,1901.6432401427408
15,91,1818.1886129448465,1905.3365064121308
15,92,1823.3928858792058,1908.9685943585769
15,93,1828.5554666292237,1912.5395375886642
15,94,1833.6763758706306,1916.0493684757143
15,95,1838.755633527312,1919.4981182158533
15,96,1843.7932588051756,1922.8858168809918
15,97,1848.7892702242116,1926.2124934690587
15,98,1853.7436856488123,1929.4781759515247
15,99,1858.6565223165721,1932.6828913183633
15,100,1863.5277968655098,1935.826665620817
16,0,1147.3626373626373,1284.7252747252746
16,1,1157.7226162132936,1296.2576668025754
16,2,1167.880523731394,1307.454901043926
16,3,1177.8618015537422,1318.360428399375
16,4,1187.6868029897796,1329.00900962896
16,5,1197.3720045281027,1339.4287843955703
16,6,1206.9308869321083,1349.6427760597521
16,7,1216.3745864846026,1359.670003919344
16,8,1225.7123834212573,1369.5263173892165
16,9,1234.9520731400364,1379.2250299778593
16,10,1244.1002517469103,1388.7774069616823
16,11,1253.1625381469632,1398.1930446872643
16,12,1262.1437485445592,1407.4801685945229
16,13,1271.0480348399994,1416.645869579949
16,14,1279.878995346889,1425.6962930871503
16,15,1288.6397640803,1434.6367915992919
16,16,1297.3330833034252,1443.4720485391226
16,17,1305.961362883907,1452.2061796417993
16,18,1314.5267291755576,1460.8428164383315
16,19,1323.0310655203268,1469.3851754276257
16,20,1331.4760459999354,1477.836115719813
16,21,1339.8631637143121,1486.1981873320346
16,22,1348.193754594956,1494.4736718585846
16,23,1356.4690175547678,1502.66461688408
16,24,1364.6900316153406,1510.7728652346714
16,25,1372.8577705278858,1518.8000799486042
16,26,1380.9731153053867,1526.7477656795133
16,27,1389.0368650061484,1534.6172871132767
16,28,1397.0497460467982,1542.4098848733934
16,29,1405.0124202735965,1550.1266893057295
16,30,1412.9254919809682,1557.7687324652152
16,31,1420.7895140340145,1565.3369585723074
16,32,1428.6049932257438,1572.832233162423
16,33,1436.372394978307,1580.2553511150377
16,34,1444.0921474800944,1587.6070437192627
16,35,1451.7646453360828,1594.8879849082014
16,36,1459.3902527970176,1602.0987967739416
16,37,1466.9693066230311,1609.240054458234
16,38,1474.5021186290498,1616.3122904997401
16,39,1481.9889779525604,1623.315998707028
16,40,1489.4301530783707,1630.2516376166213
16,41,1496.8258936502416,1637.1196335870602
16,42,1504.1764320951345,1643.9203835728324
16,43,1511.4819850822412,1650.654257616262
16,44,1518.7427548361418,1657.3216010901785
16,45,1525.9589303207958,1663.9227367200247
16,46,1533.1306883089287,1670.4579664102362
16,47,1540.2581943496166,1676.9275728967184
16,48,1547.3416036450972,1683.3318212443846
16,49,1554.3810618467166,1689.6709602064589
16,50,1561.3767057784576,1695.945223460203
16,51,1568.328664095723,1702.1548307320102
16,52,1575.2370578859288,1708.2999888231911
16,53,1582.1020012169447,1714.3808925465673
16,54,1588.9236016384762,1720.3977255828038
16,55,1595.7019606410806,1726.350661264364
16,56,1602.437174076964,1732.239863294114
16,57,1609.129332546144,1738.0654864049136
16,58,1615.778521751353,1743.8276769656836
16,59,1622.3848228244976,1749.5265735389933
16,60,1628.9483126273967,1755.1623073946612
16,61,1635.469064029036,1760.7350029832735
16,62,1641.947146161541,1766.2447783733537
16,63,1648.3826246566687,1771.6917456552621
16,64,1654.7755618645872,1777.076011314845
16,65,1661.1260170564526,1782.3976765793814
16,66,1667.434046612144,1787.65683773825
16,67,1673.6997041944214,1792.853586440356
16,68,1679.9230409106915,1797.9880099703862
16,69,1686.1041054633076,1803.0601915055113
16,70,1692.2429442893945,1808.0702103541912
16,71,1698.3396016910244,1813.0181421785248
16,72,1704.3941199565545,1817.904059201426
16,73,1710.4065394737422,1822.7280303998216
16,74,1716.3768988353163,1827.4901216850135
16,75,1722.3052349376437,1832.1903960710918
16,76,1728.1915830728806,1836.8289138324155
16,77,1734.0359770152622,1841.4057326508914
16,78,1739.8384491018,1845.9209077538685
16,79,1745.5990303079707,1850.374492043351
16,80,1751.3177503185875,1854.7665362170821
16,81,1756.9946375943482,1859.0970888821746
16,82,1762.6297194343072,1863.3661966617865
16,83,1768.2230220345107,1867.5739042953007
16,84,1773.7745705431566,1871.7202547325428
16,85,1779.2843891125012,1875.805289222323
16,86,1784.7525009476306,1879.8290473958948
16,87,1790.1789283524693,1883.7915673453933
16,88,1795.5636927730986,1887.6928856978968
16,89,1800.9068148385986,1891.533037685152
16,90,1806.2083143996153,1895.312057209417
16,91,1811.4682105646943,1899.0299769055728
16,92,1816.686521734663,1902.686828199798
16,93,1821.8632656350896,1906.282641365011
16,94,1826.9984593469756,1909.8174455733024
16,95,1832.0921193357922,1913.2912689455343
16,96,1837.144261478956,1916.7041385982188
16,97,1842.154901091861,1920.056080688009
16,98,1847.1240529524944,1923.3471204537957
16,99,1852.0517313248506,1926.5772822565555
16,100,1856.9379499810534,1929.7465896172794
17,0,1144.401628688157,1281.4668087781833
17,1,1154.3505536401367,1292.5395382926947
17,2,1164.151311424293,1303.3431353902836
17,3,1173.8199859708786,1313.9089746606426
17,4,1183.369597604384,1324.262454581139
17,5,1192.810799317574,1334.4243557241684
17,6,1202.1523914088198,1344.4118446495334
17,7,1211.401707460097,1354.2392268237347
17,8,1220.5649076802658,1363.9185188386368
17,9,1229.6472045537455,1373.4598885796618
17,10,1238.653038345042,1382.8719975788322
17,11,1247.5862149951602,1392.1622700064597
17,12,1256.4500154877285,1401.3371060093575
17,13,1265.2472833418822,1410.4020523814413
17,14,1273.9804951710692,1419.3619402012657
17,15,1282.6518180120554,1428.2209966625867
17,16,1291.2631562304873,1436.9829365720198
17,17,1299.8161901489823,1445.6510377001202
17,18,1308.312408053298,1454.2282032150854
17,19,1316.753132864109,1462.7170137108783
17,20,1325.1395444836257,1471.1197707983245
17,21,1333.4726986138426,1479.4385338134211
17,22,1341.75354267961,1487.675150878229
17,23,1349.9829293633106,1495.8312853025964
17,24,1358.1616281587826,1503.9084381222335
17,25,1366.290335274757,1511.9079674170832
17,26,1374.3696821563424,1519.831104934053
17,27,1382.4002428445651,1527.6789704430823
17,28,1390.3825403545688,1535.4525841789782
17,29,1398.3170522219195,1543.15287766049
17,30,1406.2042153408722,1550.7807031281836
17,31,1414.044430197816,1558.336841802566
17,32,1421.8380645863708,1565.822011131041
17,33,1429.5854568766704,1573.2368711652316
17,34,1437.286918900023,1580.5820301879971
17,35,1444.9427385007057,1587.8580496912116
17,36,1452.5531817988938,1595.065448789994
17,37,1460.1184952021686,1602.204708146502
17,38,1467.6389071975484,1609.276273465649
17,39,1475.1146299515588,1616.2805586162726
17,40,1482.545860741846,1623.2179484237809
17,41,1489.9327832406937,1630.0888011739164
17,42,1497.2755686680384,1636.8934508618472
17,43,1504.5743768291447,1643.632209216403
17,44,1511.8293570502456,1650.305367525171
17,45,1519.0406490236292,1656.9131982830036
17,46,1526.2083835722228,1663.4559566834819
17,47,1533.3326833425363,1669.9338819705936
17,48,1540.4136634335798,1676.3471986656207
17,49,1547.4514319686825,1682.696117682493
17,50,1554.4460906160398,1688.9808373432554
17,51,1561.3977350633809,1695.2015443039618
17,52,1568.306455451299,1701.3584144000251
17,53,1575.1723367695092,1707.4516134191126
17,54,1581.9954592195747,1713.4812978087464
17,55,1588.7758985474052,1719.4476153249245
17,56,1595.5137263484642,1725.35070562741
17,57,1602.2090103481755,1731.190700826803
17,58,1608.8618146599545,1736.9677259878042
17,59,1615.4722000228128,1742.6818995927529
17,60,1622.0402240205017,1748.3333339690778
17,61,1628.5659412837465,1753.9221356838048
17,62,1635.049403677173,1759.4484059081813
17,63,1641.4906604721664,1764.9122407548807
17,64,1647.889758506956,1770.313731590275
17,65,1654.2467423349894,1775.652965323837
17,66,1660.5616543625576,1780.9300246766416
17,67,1666.8345349765887,1786.1449884306458
17,68,1673.0654226634654,1791.2979316604374
17,69,1679.2543541195073,1796.3889259487576
17,70,1685.4013643538437,1801.4180395871858
17,71,1691.5064867842682,1806.3853377631406
17,72,1697.569753326666,1811.2908827342717
17,73,1703.5911944784393,1816.1347339912093
17,74,1709.570839396428,1820.9169484096258
17,75,1715.5087159698048,1825.6375803923268
17,76,1721.404850888188,1830.2966820022252
17,77,1727.2592697054877,1834.8943030867829
17,78,1733.0719968996386,1839.4304913946146
17,79,1738.8430559286844,1843.9052926848235
17,80,1744.5724692833082,1848.3187508295318
17,81,1750.2602585362065,1852.6709079101593
17,82,1755.9064443884706,1856.961804307877
17,83,1761.5110467131303,1861.1914787885948
17,84,1767.0740845961598,1865.3599685829602
17,85,1772.5955763750892,1869.4673094615619
17,86,1778.075539675289,1873.5135358058833
17,87,1783.5139914442389,1877.498680675002
17,88,1788.9109479837975,1881.4227758686288
17,89,1794.266424980654,1885.2858519864687
17,90,1799.5804375351001,1889.087938484326
17,91,1804.8530001881368,1892.8290637270466
17,92,1810.084126947157,1896.5092550385589
17,93,1815.273831310193,1900.1285387491896
17,94,1820.422126288863,1903.6869402404325
17,95,1825.5290244300838,1907.1844839873124
17,96,1830.5945378366332,1910.6211935984536
17,97,1835.6186781866381,1913.9970918541203
17,98,1840.6014567520074,1917.3122007422387
17,99,1845.5428844159853,1920.5665414924879
17,100,1850.4429716897325,1923.7601346087959
18,0,1141.4406200136766,1278.2083428310918
18,1,1151.0217598984198,1288.869795315739
18,2,1160.498919480454,1299.3166997072965
18,3,1169.8811043792898,1309.571138806828
18,4,1179.1756828290718,1319.6511803606572
18,5,1188.3887416319192,1329.5717498983583
18,6,1197.5253531229318,1339.3452853612418
18,7,1206.589778063594,1348.982234620007
18,8,1215.5856217136218,1358.4914381806332
18,9,1224.5159552201812,1367.8804268445087
18,10,1233.3834109951304,1377.15565558425
18,11,1242.1902583590345,1386.322689031428
18,12,1250.938464056388,1395.3863498667301
18,13,1259.6297410581926,1404.3508384894767
18,14,1268.265588214083,1413.2198302490556
18,15,1276.847322694948,1421.9965549979793
18,16,1285.3761067103999,1430.683862606094
18,17,1293.8529696460835,1439.2842772438464
18,18,1302.2788265114707,1447.8000426182923
18,19,1310.654493396093,1456.2331598735718
18,20,1318.9807004853067,1464.5854195070667
18,21,1327.25810307368,1472.8584283753985
18,22,1335.4872909263079,1481.053632649537
18,23,1343.6687962702424,1489.1723374105948
18,24,1351.8031006442286,1497.2157234462406
18,25,1359.8906407927282,1505.1848617034427
18,26,1367.9318137561418,1513.0807257703368
18,27,1375.9269812824084,1520.9042026939148
18,28,1383.876473663111,1528.656102386621
18,29,1391.7805930799111,1536.3371658321933
18,30,1399.6396165326773,1543.9480722657322
18,31,1407.4537984090339,1551.4894454745654
18,32,1415.2233727455937,1558.9618593430316
18,33,1422.9485552231577,1566.3658427449432
18,34,1430.6295449317058,1573.7018838715078
18,35,1438.266525935551,1580.970434069312
18,36,1445.859668664609,1588.1719112518558
18,37,1453.4091311539023,1595.3067029389392
18,38,1460.9150601502265,1602.375168970379
18,39,1468.377592102365,1609.3776439340668
18,40,1475.7968540488405,1616.314439342863
18,41,1483.1729644153856,1623.1858455901304
18,42,1490.5060337326966,1629.992133709659
18,43,1497.7961652835445,1636.7335569625366
18,44,1505.043455687298,1643.4103522704188
18,45,1512.2479954287703,1650.0227415123295
18,46,1519.409869337462,1656.5709326998422
18,47,1526.529157022613,1663.0551210438236
18,48,1533.6059332686395,1669.4754899241798
18,49,1540.6402683952322,1675.8322117727623
18,50,1547.6322285856202,1682.1254488783625
18,51,1554.5818761863395,1688.3553541217384
18,52,1561.489269981245,1694.522071647604
18,53,1568.3544654424388,1700.625737479837
18,54,1575.1775149602404,1706.6664800854378
18,55,1581.9584680542562,1712.6444208921248
18,56,1588.6973715673705,1718.5596747639388
18,57,1595.3942698441667,1724.4123504388529
18,58,1602.049204895317,1730.2025509317873
18,59,1608.662216549108,1735.9303739062307
18,60,1615.2333425913607,1741.5959120173013
18,61,1621.7626188946804,1747.1992532287
18,62,1628.2500795380524,1752.7404811059605
18,63,1634.6957569175404,1758.2196750879132
18,64,1641.0996818489143,1763.6369107383273
18,65,1647.4618836628513,1768.9922599793392
18,66,1653.7823902933305,1774.285791308235
18,67,1660.0612283597761,1779.5175699988797
18,68,1666.2984232435126,1784.6876582891598
18,69,1672.4939991589094,1789.7961155554449
18,70,1678.647979219681,1794.8429984751783
18,71,1684.7603855007092,1799.8283611785046
18,72,1690.8312390957863,1804.7522553897861
18,73,1696.8605601715058,1809.6147305597735
18,74,1702.848368017635,1814.4158339892006
18,75,1708.7946810942965,1819.1556109443504
18,76,1714.6995170760529,1823.8341047652923
18,77,1720.5628928932986,1828.4513569672436
18,78,1726.3848247709707,1833.0074073356136
18,79,1732.1653282649606,1837.5022940151919
18,80,1737.904418296208,1841.9360535938279
18,81,1743.6021091827854,1846.3087211810728
18,82,1749.2584146700608,1850.6203304821036
18,83,1754.873347959015,1854.8709138672277
18,84,1760.4469217329374,1859.0605024373483
18,85,1765.9791481825882,1863.1891260855325
18,86,1771.4700390298296,1867.256813555159
18,87,1776.9196055499845,1871.263592494579
18,88,1782.3278585928888,1875.209489508835
18,89,1787.6948086027742,1879.0945302083755
18,90,1793.0204656370668,1882.9187392551244
18,91,1798.3048393840945,1886.6821404059776
18,92,1803.5479391798874,1890.3847565539402
18,93,1808.7497740240426,1894.0266097670399
18,94,1813.9103525947435,1897.6077213251654
18,95,1819.0296832629813,1901.1281117549518
18,96,1824.107774106027,1904.5878008627699
18,97,1829.1446329202108,1907.9868077660894
18,98,1834.140267233003,1911.3251509231723
18,99,1839.0946843145455,1914.6028481611893
18,100,1844.007891188527,1917.819916703048
19,0,1138.7203100068384,1275.285989597364
19,1,1147.9584083976863,1285.5604871194655
19,2,1157.1301485472775,1295.667505977914
19,3,1166.2389964476745,1305.6217066515296
19,4,1175.28781530971,1315.43519997064
19,5,1184.278991142412,1325.1180782938545
19,6,1193.2145281933647,1334.678819202403
19,7,1202.0961223643692,1344.1245960342478
19,8,1210.9252183125152,1353.461519410619
19,9,1219.7030543153087,1362.6948270068574
19,10,1228.4306978533587,1371.8290340603196
19,11,1237.109074076525,1380.8680537767223
19,12,1245.7389887604963,1389.8152944320054
19,13,1254.3211469589914,1398.6737382676265
19,14,1262.8561682646791,1407.4460060412134
19,15,1271.3445993769717,1416.1344101859877
19,16,1279.7869245153527,1424.74099885707
19,17,1288.1835740971294,1433.2675926368026
19,18,1296.5349320080188,1441.7158152878053
19,19,1304.8413417247152,1450.087119650327
19,20,1313.1031114955233,1458.3828095553538
19,21,1321.320518743932,1466.60405845077
19,22,1329.493813827709,1474.75192530175
19,23,1337.62322326104,1482.8273682196345
19,24,1345.708952487008,1490.831256189125
19,25,1353.7511882720696,1498.764379196325
19,26,1361.7501007811998,1506.6274570063351
19,27,1369.7058453824375,1514.4211467960092
19,28,1377.618564220997,1522.14604981223
19,29,1385.4883875966575,1529.802717197986
19,30,1393.3154351724952,1537.3916551050086
19,31,1401.0998170385285,1544.9133291928792
19,32,1408.8416346502636,1552.3681685988595
19,33,1416.540981658938,1559.7565694496611
19,34,1424.197944647782,1567.078897975635
19,35,1431.8126037864436,1574.3354932789591
19,36,1439.385033414048,1581.526669799827
19,37,1446.9153025597923,1588.6527195184271
19,38,1454.4034754087093,1595.7139139251137
19,39,1461.8496117192853,1602.7105057867598
19,40,1469.2537671985845,1609.6427307334968
19,41,1476.6159938398584,1616.5108086867992
19,42,1483.936340226976,1623.3149451470458
19,43,1491.214851809354,1630.055332356532
19,44,1498.4515711507338,1636.7321503516862
